,,Patient 1:Tempe_D,,,Patient 1:Tempe_G,,,Patient 1:AR_Tete_G,,,Patient 1:AR_Tete_D,,,Patient 1:epaule_D,,,Patient 1:epaule_G,,,Patient 1:coude_D,,,Patient 1:poignet_D,,,Patient 1:majeur_D,,,Patient 1:coude_G,,,Patient 1:poignet_G,,,Patient 1:majeur_G,,,Patient 1:entre_homoplate,,,Patient 1:cheville_D,,,Patient 1:cheville_G,,,Patient 1:orteil_D,,,Patient 1:orteil_G,,,Patient 1:2AR_Tete_D,,,Patient 1:2AR_Tete_G,,,Patient 1:2coude_D,,,Patient 1:2poignet_D,,,Patient 1:2coude_G,,,Patient 1:2poignet_G,,,Patient 1:2epaule_D,,,Patient 1:2epaule_G,,,Patient 1:2Tempe_D,,,Patient 1:2Temps_G,,,Patient 1:2entre_homoplate,,,Patient 1:2majeur_D,,,Patient 1:2majeur_G,,,Patient 1:2cheville_D,,,Patient 1:2orteil_D,,,Patient 1:2cheville_G,,,Patient 1:2orteil_G,,,Patient 1:hanche_D,,,Patient 1:hanche_G,,,Patient 1:quadri_D,,,Patient 1:quadri_G,,,Patient 1:genou_D,,,Patient 1:genou_G,,,Patient 1:2hanche_D,,,Patient 1:2hanche_G,,,Patient 1:2quadri_D,,,Patient 1:2genou_D,,,Patient 1:2quadri_G,,,Patient 1:2genou_G,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
15260,0,43.4148,1201.85,1003.6,157.104,1215.89,1024.5,146.701,1357.3,1034.48,14.5106,1360.73,1010.51,-29.9302,1293.29,851.022,243.051,1369.03,846.032,-110.623,1170.73,552.147,31.1714,979.186,578.494,53.2938,952.734,612.14,336.346,1279.71,518.174,253.435,1076.34,490.681,214.855,1036.79,486.74,67.9165,1432.28,796.034,12.2719,580.694,46.3679,470.752,764.69,32.1829,-6.44236,448.645,-31.2425,520.476,652.49,-45.4641,611.547,-531.289,1041.15,482.185,-575.227,996.852,829.921,-380.747,539.643,710.679,-161.359,504.217,346.932,-412.125,530.69,451.89,-189.163,478.06,735.588,-495.305,831.642,436.724,-543.093,825.787,553.385,-396.005,1030.37,439.581,-438.179,996.152,608.306,-673.901,805.123,664.701,-121.766,524.619,484.767,-135.046,500.384,764.488,133.178,61.8058,742.013,295.817,-18.9632,257.292,37.3887,67.4898,197.829,186.314,-14.3331,24.0877,1331.46,475.994,106.038,1355.95,466.164,-45.0591,964.478,419.565,351.442,1073.47,423.259,1.99791,745.656,376.489,437.325,871.817,387.808,660.632,-579.784,393.66,559.327,-592.286,390.872,754.237,-285.152,446.095,758.539,29.8637,395.381,366.745,-306.048,450.307,332.519,-34.3409,446.507
15261,0,43.3545,1201.65,1003.87,156.883,1215.76,1025.57,146.777,1357.11,1034.39,14.594,1360.49,1009.92,-29.6656,1292.29,851.1,243.192,1368.92,845.975,-110.983,1170.48,551.941,30.7911,979.041,578.194,52.5327,953.087,611.974,336.096,1279.97,517.821,253.365,1076.45,490.599,214.807,1036.89,486.702,67.8645,1432.02,796.184,12.1663,580.674,46.4114,470.514,765.056,31.7783,-6.4829,448.678,-31.311,520.522,652.518,-45.4517,611.845,-531.593,1041.29,482.454,-575.286,997.101,829.899,-380.892,539.497,710.869,-161.369,504.257,347.056,-412.3,530.775,452.029,-189.228,478.107,735.758,-495.391,831.668,437.111,-542.941,825.664,553.988,-396.131,1030.39,439.966,-438.135,996.335,608.425,-673.883,805.023,664.803,-121.751,524.597,484.914,-135.212,500.288,764.492,133.178,61.8114,742.012,295.822,-18.9782,257.312,37.4359,67.4511,197.829,186.291,-14.3386,23.9912,1331.41,475.992,105.954,1355.93,466.171,-45.2868,964.664,419.55,351.418,1073.66,423.229,1.49046,745.905,376.58,437.619,872.09,387.831,660.64,-579.772,393.613,559.401,-592.259,390.82,754.275,-285.237,446.068,758.541,29.8776,395.373,366.851,-306.076,450.33,332.519,-34.3406,446.506
15262,0,43.3102,1201.56,1004.29,156.824,1215.48,1026.37,146.782,1357.1,1034.25,14.7204,1360.48,1009.5,-29.3858,1291.58,851.109,243.278,1368.88,845.931,-111.581,1170.3,551.843,30.4671,979.25,577.311,52.0706,953.367,611.138,335.916,1280.21,517.629,253.361,1076.59,490.585,214.828,1037.03,486.686,67.6996,1431.93,796.368,12.0421,580.682,46.4174,470.842,764.915,32.091,-6.49255,448.621,-31.2363,520.531,652.515,-45.3925,612.169,-531.832,1041.4,482.705,-575.346,997.334,829.938,-380.971,539.395,711.019,-161.419,504.278,347.448,-412.106,530.502,452.144,-189.317,478.145,735.975,-495.434,831.696,437.254,-543.314,825.958,554.689,-396.286,1030.48,440.28,-438.127,996.493,608.519,-673.84,804.898,664.908,-121.686,524.658,485.087,-135.348,500.148,764.494,133.177,61.8139,742.142,295.552,-18.59,257.359,37.4892,67.4717,197.855,186.323,-14.3425,24.0047,1331.32,475.964,105.916,1355.89,466.176,-45.5722,964.903,419.435,351.418,1073.84,423.252,1.02186,745.923,376.611,437.91,872.334,387.886,660.657,-579.818,393.604,559.402,-592.256,390.817,754.398,-285.271,446.123,758.556,29.8632,395.379,366.833,-306.135,450.304,332.549,-34.3314,446.527
15263,0,43.3847,1201.58,1004.78,156.888,1215.55,1026.94,146.76,1357.28,1034.07,14.6855,1360.6,1009.37,-29.132,1291.05,851.053,243.332,1369.02,845.902,-112.127,1170.28,551.642,30.3265,979.658,575.693,51.6628,953.437,610.084,335.651,1280.51,517.398,253.415,1076.77,490.53,214.88,1037.2,486.657,67.6535,1431.7,796.395,11.8978,580.662,46.4085,471.042,764.916,32.2468,-6.53681,448.7,-31.3184,520.51,652.547,-45.4179,612.4,-532.033,1041.54,482.893,-575.43,997.598,829.977,-381.046,539.295,711.205,-161.396,504.312,347.554,-412.192,530.517,452.277,-189.386,478.199,736.162,-495.453,831.666,437.477,-543.504,826.089,555.182,-396.31,1030.56,440.457,-438.21,996.622,608.671,-673.747,804.76,665.064,-121.62,524.643,485.252,-135.378,499.898,764.443,133.207,61.8059,742.031,295.818,-18.9737,257.526,37.5543,67.5499,197.824,186.333,-14.3671,23.913,1331.25,476.039,105.777,1355.88,466.207,-45.9037,965.177,419.354,351.456,1074.09,423.286,0.705279,746.085,376.584,438.257,872.748,387.926,660.681,-579.776,393.504,559.395,-592.279,390.875,754.452,-285.212,446.117,758.602,29.9026,395.367,366.885,-306.18,450.286,332.488,-34.3339,446.556
15264,0,43.8087,1201.75,1005.03,156.946,1215.9,1027.26,146.767,1357.62,1033.9,14.7661,1360.82,1009.1,-28.9611,1290.72,850.977,243.339,1369.25,845.904,-112.712,1170.46,551.399,29.6667,979.617,574.577,51.2938,953.679,608.669,335.351,1280.89,517.166,253.475,1076.97,490.482,215.025,1037.34,486.592,67.5615,1431.66,796.449,11.7854,580.688,46.3607,471.196,765.007,32.3561,-6.57099,448.677,-31.2784,520.527,652.558,-45.4158,612.692,-532.184,1041.72,483.105,-575.475,997.931,830.053,-381.136,539.102,711.357,-161.383,504.308,347.639,-412.349,530.675,452.413,-189.523,478.256,736.379,-495.471,831.7,437.709,-543.75,826.096,555.62,-396.505,1030.54,440.743,-438.287,996.758,608.841,-673.715,804.589,665.207,-121.526,524.619,485.345,-135.38,499.653,764.414,133.279,61.8101,742.108,295.591,-18.6275,257.483,37.6309,67.5121,197.845,186.345,-14.4058,23.8907,1331.25,476.102,105.676,1355.86,466.255,-46.149,965.375,419.167,351.513,1074.35,423.231,0.320306,746.181,376.536,438.571,873.29,387.897,660.754,-579.86,393.543,559.457,-592.332,390.938,754.624,-285.263,446.13,758.697,29.8727,395.359,366.891,-306.204,450.261,332.396,-34.3209,446.543
15265,0,43.9664,1201.94,1005.55,156.877,1216.2,1027.62,146.816,1358.1,1033.79,14.8854,1360.96,1008.56,-28.8314,1290.55,850.958,243.345,1369.49,845.903,-113.368,1170.73,551.301,29.086,979.873,573.19,51.2325,953.913,606.866,335.135,1281.28,517.05,253.562,1077.17,490.492,215.165,1037.53,486.521,67.5406,1431.7,796.471,11.6883,580.697,46.3948,471.168,765.015,32.2349,-6.57133,448.675,-31.2747,520.513,652.564,-45.3811,613.08,-532.239,1041.9,483.358,-575.535,998.207,830.126,-381.218,538.883,711.461,-161.356,504.237,347.742,-412.93,531.648,452.498,-189.63,478.298,736.637,-495.417,831.605,437.925,-544.329,826.214,555.976,-396.646,1030.54,441.316,-438.231,996.982,608.987,-673.524,804.289,665.356,-121.481,524.583,485.378,-135.38,499.486,764.382,133.302,61.7854,742.146,295.557,-18.6431,257.557,37.7184,67.5216,197.864,186.344,-14.4319,23.8028,1331.18,476.234,105.634,1355.83,466.261,-46.3622,965.44,419.014,351.628,1074.72,423.189,-0.0627566,746.226,376.689,438.914,873.78,387.843,660.783,-579.882,393.447,559.519,-592.353,390.89,754.723,-285.306,446.058,758.805,29.8152,395.39,366.963,-306.22,450.158,332.28,-34.3587,446.58
15266,0,44.1262,1202.28,1006.15,156.912,1216.61,1028.34,146.836,1358.73,1033.55,14.9772,1361.28,1007.92,-28.7697,1290.53,850.946,243.349,1369.87,845.889,-114.367,1171.03,551.343,28.8311,980.137,571.348,51.0458,954.085,605.034,334.816,1281.81,516.782,253.682,1077.38,490.484,215.314,1037.73,486.503,67.507,1431.81,796.408,11.6268,580.714,46.3667,471.235,765.08,32.245,-6.54841,448.675,-31.2436,520.524,652.564,-45.3849,613.519,-532.322,1042.07,483.611,-575.54,998.458,830.209,-381.243,538.642,711.577,-161.353,504.153,347.899,-413.334,531.964,452.482,-189.724,478.355,736.831,-495.339,831.581,438.128,-544.976,826.336,556.468,-396.658,1030.55,441.911,-438.233,997.089,609.199,-673.303,803.993,665.48,-121.393,524.567,485.427,-135.474,499.248,764.351,133.333,61.8283,742.125,295.598,-18.6774,257.604,37.7649,67.5467,197.828,186.409,-14.4898,23.8079,1331.09,476.31,105.561,1355.83,466.342,-46.5558,965.479,418.9,351.757,1075.09,423.088,-0.305218,746.263,376.629,439.283,874.127,387.792,660.799,-579.971,393.369,559.596,-592.273,390.842,754.815,-285.351,445.996,758.93,29.7556,395.343,366.919,-306.325,450.095,332.099,-34.3508,446.6
15267,0,44.1529,1202.6,1006.94,157.228,1217.6,1029.19,146.828,1359.44,1033.38,14.9423,1361.53,1007.55,-28.7978,1290.66,850.982,243.354,1370.23,845.934,-114.615,1171.42,551.385,28.5563,980.377,569.319,50.78,954.412,603.114,334.793,1281.94,516.963,253.791,1077.54,490.485,215.559,1037.88,486.503,67.4848,1432.02,796.376,11.5439,580.695,46.4042,470.612,765.242,31.5157,-6.57235,448.669,-31.2108,520.499,652.536,-45.3625,613.865,-532.333,1042.19,483.896,-575.535,998.664,830.299,-381.341,538.328,711.692,-161.335,504.082,348.021,-413.651,532.25,452.526,-189.841,478.427,736.957,-495.253,831.47,438.308,-545.645,826.388,556.841,-396.592,1030.53,442.468,-438.211,997.21,609.554,-673.194,803.812,665.632,-121.394,524.506,485.48,-135.559,499.077,764.333,133.311,61.801,742.123,295.596,-18.6765,257.69,37.9103,67.5661,197.827,186.411,-14.4916,23.8122,1330.98,476.329,105.558,1355.84,466.347,-46.7602,965.498,418.761,351.973,1075.35,423.069,-0.517156,746.3,376.563,439.524,874.369,387.678,660.819,-579.999,393.309,559.601,-592.29,390.783,754.948,-285.324,445.97,759.075,29.7196,395.295,366.867,-306.446,449.983,331.857,-34.434,446.627
15268,0,44.5058,1203.01,1007.42,157.624,1218.79,1029.73,146.672,1360.37,1032.97,14.7389,1362,1007.51,-28.8798,1290.93,851.021,243.359,1370.65,845.976,-115.501,1171.82,551.491,28.0393,980.816,567.284,50.6778,954.568,600.503,334.419,1282.41,516.993,253.917,1077.53,490.531,215.781,1038.09,486.539,67.4977,1432.28,796.35,11.4916,580.752,46.372,471.298,765.166,32.1291,-6.56215,448.689,-31.2106,520.517,652.513,-45.3777,614.226,-532.4,1042.3,484.273,-575.52,999.046,830.461,-381.364,538.093,711.778,-161.333,503.968,348.149,-413.95,532.4,452.503,-190.001,478.494,737.013,-495.145,831.332,438.462,-546.07,826.463,557.24,-396.521,1030.51,442.865,-438.143,997.431,610.011,-673.066,803.595,665.863,-121.407,524.535,485.49,-135.635,498.897,764.308,133.333,61.7821,742.134,295.596,-18.7149,257.716,37.9173,67.6258,197.827,186.458,-14.5439,23.7382,1331,476.467,105.544,1355.79,466.356,-46.8861,965.535,418.553,352.086,1075.64,422.982,-0.747542,746.297,376.487,439.774,874.584,387.63,660.906,-580.048,393.244,559.682,-592.36,390.783,755.032,-285.364,445.885,759.276,29.6792,395.294,366.826,-306.55,449.845,331.526,-34.5913,446.726
15269,0,45.0599,1203.77,1007.85,158.023,1220.11,1029.22,146.619,1361.29,1032.64,14.5823,1362.56,1007.57,-28.9698,1291.39,851.068,243.351,1371.13,845.972,-116.308,1172.45,551.566,27.6029,981.221,564.671,51.295,954.942,597.568,334.558,1282.58,517.059,254.052,1077.72,490.552,216.018,1038.24,486.653,67.4919,1432.56,796.167,11.4211,580.693,46.3679,471.566,765.09,32.4206,-6.5941,448.677,-31.2403,520.507,652.553,-45.3896,614.556,-532.454,1042.32,484.574,-575.376,999.295,830.691,-381.42,537.968,711.882,-161.373,503.901,347.761,-414.655,532.713,452.181,-190.953,478.753,737.068,-494.952,831.236,438.572,-546.525,826.599,557.718,-396.615,1030.42,443.306,-438.074,997.451,610.381,-672.957,803.414,666.07,-121.474,524.592,485.517,-135.709,498.724,764.352,133.325,61.8048,742.032,295.831,-19.0781,257.724,37.9941,67.5727,197.809,186.44,-14.559,23.7375,1331.02,476.531,105.543,1355.79,466.355,-47.0584,965.48,418.456,352.324,1075.8,422.925,-0.9953,746.253,376.484,440.166,874.927,387.634,660.913,-580.076,393.197,559.767,-592.324,390.697,755.148,-285.464,445.856,759.463,29.6165,395.25,366.773,-306.724,449.708,331.228,-34.783,446.785
15270,0,45.54,1204.42,1008.25,158.645,1220.88,1029.62,146.557,1362.51,1032.54,14.6454,1363.11,1007.47,-29.1148,1291.97,851.174,243.312,1371.64,845.903,-117.242,1172.75,551.935,26.8843,981.559,562.255,51.7049,955.52,594.524,334.401,1282.79,517.092,254.274,1077.82,490.709,216.287,1038.32,486.772,67.4977,1433.01,795.896,11.3446,580.728,46.3457,471.583,765.161,32.2903,-6.61087,448.706,-31.2874,520.513,652.564,-45.3811,614.962,-532.464,1042.24,484.766,-575.309,999.624,830.85,-381.459,537.805,712.011,-161.433,503.872,347.878,-415.061,532.808,451.818,-190.974,479.048,737.09,-494.765,831.132,438.803,-546.915,826.706,558.362,-396.728,1030.52,443.725,-438.043,997.551,610.615,-672.86,803.268,666.369,-121.552,524.658,485.498,-135.904,498.581,764.349,133.338,61.787,742.033,295.854,-19.0882,257.732,38.0533,67.5616,197.785,186.495,-14.6261,23.7434,1330.93,476.462,105.59,1355.79,466.29,-47.2223,965.448,418.42,352.468,1075.94,422.782,-1.36107,746.254,376.44,440.573,875.31,387.619,660.943,-579.991,393.087,559.84,-592.398,390.732,755.209,-285.5,445.777,759.605,29.4972,395.299,366.662,-307.048,449.536,330.929,-35.0496,446.718
15271,0,45.7156,1204.88,1008.59,158.651,1221.83,1029.67,146.499,1363.61,1032.41,14.613,1363.54,1007.29,-29.228,1292.81,851.219,243.202,1372.22,845.808,-118.027,1172.97,552.312,26.5694,982.19,559.25,52.4589,956.087,591.058,334.321,1283.07,517.222,254.907,1078.02,491.33,216.557,1038.4,486.983,67.5013,1433.51,795.581,11.3195,580.696,46.3832,471.65,765.168,32.3531,-6.60824,448.693,-31.2118,520.539,652.557,-45.3594,615.371,-532.411,1042.27,485.045,-575.234,999.932,831.026,-381.53,537.665,712.144,-161.476,503.858,348.105,-415.665,532.961,452.017,-191.208,478.52,737.124,-494.478,831.049,439.001,-547.353,826.784,558.915,-396.649,1030.56,443.959,-437.992,997.755,610.864,-672.763,803.16,666.73,-121.63,524.832,485.426,-136.114,498.274,764.36,133.327,61.813,742.07,295.867,-19.0755,257.648,38.0678,67.6142,197.737,186.498,-14.6247,23.7617,1330.91,476.485,105.611,1355.75,466.262,-47.4371,965.355,418.375,352.625,1076.01,422.745,-1.68345,746.24,376.395,440.962,875.526,387.616,660.973,-580.073,393.114,559.861,-592.483,390.69,755.263,-285.572,445.726,759.807,29.4589,395.319,366.531,-307.362,449.376,330.952,-34.8757,446.507
15272,0,46.2777,1205.77,1008.92,158.889,1223.66,1030,146.329,1364.65,1032.15,14.5778,1364.02,1007.28,-29.3873,1293.69,851.268,243.083,1372.76,845.707,-119.182,1173.73,552.571,26.0589,982.468,555.891,53.5104,956.244,586.68,334.228,1283.44,517.292,254.894,1078.11,491.116,216.696,1038.46,486.91,67.4486,1434.03,795.348,11.2668,580.706,46.3326,471.62,765.204,32.2378,-6.61096,448.705,-31.2839,520.56,652.549,-45.3856,615.739,-532.327,1042.27,485.309,-575.174,1000.23,831.113,-381.629,537.454,712.274,-161.601,503.889,348.222,-416.286,533.026,451.925,-191.439,478.534,737.22,-494.171,830.913,438.916,-547.829,826.97,559.253,-396.532,1030.26,444.248,-437.891,997.893,611.164,-672.721,803.119,667.058,-121.564,524.783,485.151,-136.503,498.068,764.374,133.4,61.8048,742.095,295.855,-19.1008,257.639,38.096,67.6353,197.729,186.511,-14.6464,23.7702,1330.92,476.534,105.659,1355.71,466.208,-47.515,965.32,418.277,352.811,1076.08,422.669,-1.96364,746.235,376.285,441.416,875.69,387.656,660.974,-580.089,393.13,559.941,-592.553,390.683,755.318,-285.608,445.646,759.995,29.4376,395.345,366.509,-307.638,449.251,330.21,-35.5793,446.773
15273,0,46.8616,1206.76,1009.24,159.686,1223.94,1030.4,146.241,1366.2,1032.23,14.2631,1365.09,1007.66,-29.6015,1294.62,851.303,242.989,1373.3,845.647,-120.092,1174.18,553.142,25.1027,982.54,552.423,54.9062,956.713,581.626,334.228,1283.7,517.345,255.157,1078.21,491.207,217.007,1038.53,487.263,67.48,1434.57,795.173,11.2687,580.71,46.3507,470.83,765.3,31.4069,-6.59479,448.678,-31.2431,520.587,652.556,-45.3871,616.094,-532.301,1042.34,485.65,-575.174,1000.5,831.213,-381.697,537.245,712.429,-161.675,503.845,348.325,-416.854,533.034,451.557,-191.695,478.774,737.251,-493.896,830.763,439.113,-548.056,827.093,559.504,-396.487,1030.02,444.556,-437.743,998.058,611.57,-672.614,803.094,667.35,-121.759,525.022,484.753,-137.006,497.91,764.367,133.394,61.8244,742.126,295.893,-19.0957,257.62,38.1068,67.6351,197.726,186.537,-14.6728,23.8522,1330.87,476.529,105.719,1355.7,466.17,-47.5744,965.27,418.257,352.988,1076.21,422.618,-2.31359,746.183,376.247,441.942,875.861,387.532,660.986,-580.131,393.124,559.969,-592.639,390.676,755.417,-285.628,445.635,760.201,29.4275,395.35,366.376,-307.942,449.08,329.763,-35.8458,446.796
15274,0,47.288,1207.55,1009.51,160.442,1225.52,1030.62,146.177,1367.13,1032.03,13.9448,1365.99,1008.08,-29.7631,1295.51,851.428,242.981,1373.81,845.635,-120.664,1174.38,553.742,24.3847,982.594,548.641,56.1774,957.048,576.799,334.249,1283.97,517.381,255.437,1078.35,491.297,217.448,1038.48,487.471,67.5514,1435.04,794.946,11.1914,580.647,46.3846,471.454,765.127,32.142,-6.60763,448.691,-31.2089,520.644,652.513,-45.38,616.524,-532.225,1042.35,486.055,-575.099,1000.76,832.059,-381.86,537.67,712.517,-161.804,503.805,348.314,-417.394,533.149,451.332,-192.212,478.787,737.346,-493.698,830.689,439.31,-548.325,827.212,559.726,-396.329,1029.96,444.817,-437.656,998.195,611.937,-672.527,803.041,667.574,-121.823,525.077,484.506,-137.381,497.716,764.391,133.399,61.7838,742.161,295.88,-19.1629,257.566,38.1233,67.6548,197.693,186.564,-14.7231,23.8593,1330.77,476.543,105.76,1355.66,466.219,-47.7092,965.23,418.273,353.19,1076.29,422.451,-2.56129,746.127,376.201,442.325,876.044,387.388,660.989,-580.097,393.026,560.009,-592.601,390.58,755.42,-285.703,445.583,760.471,29.2395,395.487,366.136,-308.425,449.142,329.206,-36.0673,446.827
15275,0,47.6523,1208.63,1009.82,160.432,1226.85,1029.91,146.019,1368.65,1032.08,13.6991,1366.56,1008.34,-29.8915,1296.4,851.621,243.078,1374.33,845.6,-121.701,1174.98,554.047,23.4739,982.746,545.039,57.4816,957.176,571.332,334.279,1284.17,517.434,255.631,1078.34,491.395,217.686,1038.47,487.589,67.6178,1435.57,794.696,11.1578,580.622,46.371,471.453,765.023,32.2799,-6.61351,448.673,-31.2678,520.677,652.513,-45.4111,616.848,-532.128,1042.34,486.407,-575.118,1000.98,832.31,-382.126,537.347,712.569,-161.907,503.751,348.444,-418.019,533.172,451.022,-192.673,478.914,737.439,-493.544,830.596,439.473,-548.598,827.399,560.165,-396.164,1029.93,445.207,-437.585,998.328,612.273,-672.558,803.117,667.815,-121.993,525.236,484.092,-137.68,497.512,764.362,133.423,61.7602,742.162,295.879,-19.1648,257.517,38.0999,67.7031,197.643,186.533,-14.7051,23.9538,1330.72,476.57,105.823,1355.62,466.199,-47.7829,965.177,418.282,353.397,1076.35,422.294,-2.82479,746.101,376.277,442.687,876.193,387.322,661.008,-580.11,392.951,560.021,-592.594,390.461,755.452,-285.785,445.525,760.655,29.1878,395.513,365.996,-308.799,449.092,328.713,-36.239,446.891
15276,0,48.0901,1209.46,1009.83,160.81,1228.6,1029.67,146.037,1369.8,1032.14,13.5128,1367.47,1008.75,-30.0105,1297.15,851.838,243.137,1374.84,845.569,-122.497,1175.17,554.596,22.5399,983.671,541.504,59.0371,957.211,565.788,334.375,1284.37,517.492,255.86,1078.34,491.401,218.302,1038.61,488.152,67.6341,1435.87,794.417,11.0937,580.635,46.3447,471.355,765,32.2733,-6.62515,448.72,-31.2597,520.696,652.483,-45.4323,617.225,-531.987,1042.35,486.633,-575.101,1001.16,832.179,-382.176,536.926,712.592,-162.053,503.744,348.473,-418.68,533.252,450.806,-193.134,478.847,737.501,-493.392,830.525,439.86,-548.627,827.536,560.755,-395.959,1029.82,445.68,-437.511,998.449,612.595,-672.494,803.071,668.008,-122.207,525.386,483.631,-137.851,497.457,764.373,133.464,61.7668,742.231,295.903,-19.183,257.437,38.1178,67.6969,197.614,186.57,-14.77,24.0439,1330.57,476.587,105.889,1355.53,466.146,-47.8292,965.131,418.276,353.677,1076.5,422.224,-2.98629,746.016,376.233,443.154,876.363,387.318,660.997,-580.166,392.879,560.065,-592.692,390.393,755.425,-285.919,445.451,760.831,29.1563,395.413,365.744,-309.182,449.069,328.314,-36.4718,447.173
15277,0,48.5245,1210.54,1010.05,161.042,1229.61,1029.7,145.851,1371.01,1032.27,13.3149,1368.61,1009.56,-30.1169,1297.9,851.947,243.168,1375.24,845.5,-123.139,1175.51,555.14,22.0294,983.504,537.645,61.0359,957.337,559.073,334.377,1284.49,517.541,256.043,1078.39,491.468,218.331,1038.49,487.908,67.67,1436.34,794.258,11.0785,580.631,46.3227,471.242,764.97,32.1787,-6.61373,448.675,-31.2696,520.713,652.467,-45.4273,617.643,-531.798,1042.41,486.975,-574.949,1001.37,832.134,-382.262,536.624,712.548,-162.257,503.698,348.772,-419.059,533.381,450.415,-193.435,479.051,737.628,-493.253,830.449,439.94,-549.027,827.635,561.337,-395.823,1029.66,446.223,-437.431,998.41,612.797,-672.519,803.06,668.31,-122.449,525.577,482.82,-138.153,497.261,764.365,133.47,61.752,742.298,295.908,-19.2184,257.422,38.155,67.7224,197.548,186.558,-14.7967,24.1749,1330.43,476.708,105.929,1355.48,466.188,-47.8858,965.134,418.295,353.909,1076.63,422.145,-3.25245,745.84,376.294,443.533,876.556,387.264,660.996,-580.123,392.776,560.066,-592.662,390.299,755.42,-285.996,445.389,760.956,29.2151,395.249,365.584,-309.513,449.058,327.88,-36.8101,447.245
15278,0,48.7541,1211.55,1010.26,161.719,1230.75,1029.88,145.884,1372.29,1032.55,13.2111,1369.35,1010.19,-30.146,1298.45,852.104,243.192,1375.63,845.503,-123.795,1175.88,555.592,21.4355,984.381,534.158,63.4978,958.18,552.382,334.432,1284.62,517.617,256.236,1078.46,491.451,218.598,1038.48,488.033,67.7041,1436.66,794.175,11.078,580.632,46.3206,471.047,764.951,31.9949,-6.63249,448.703,-31.3194,520.726,652.446,-45.4236,618.077,-531.638,1042.44,487.437,-574.838,1001.47,832.091,-382.277,536.385,712.495,-162.504,503.678,348.863,-419.4,533.397,450.163,-193.908,478.859,737.769,-493.138,830.288,440.119,-549.185,827.818,561.764,-395.696,1029.63,446.718,-437.438,998.386,613.062,-672.519,803.039,668.668,-122.72,525.905,482.28,-138.424,497.051,764.369,133.47,61.7591,742.319,295.891,-19.2111,257.371,38.2152,67.7234,197.486,186.617,-14.8103,24.3869,1330.25,476.836,106.025,1355.44,466.278,-47.8926,965.137,418.313,354.148,1076.78,422.11,-3.33715,745.831,376.264,443.888,876.705,387.281,660.931,-580.221,392.809,560.016,-592.641,390.237,755.356,-286.132,445.287,761.113,29.15,395.232,365.368,-309.813,449.083,327.395,-37.2221,447.257
15279,0,48.9412,1212.41,1010.57,162.039,1231.84,1029.87,145.788,1373.31,1032.78,13.209,1370.13,1010.76,-30.0879,1298.8,852.218,243.185,1375.93,845.53,-124.681,1175.92,556.176,20.872,985.558,530.515,65.8193,959.199,544.913,334.488,1284.62,517.719,256.392,1078.45,491.459,218.824,1038.44,488.147,67.7538,1436.85,794.037,11.0487,580.606,46.2811,470.927,764.919,31.882,-6.64287,448.673,-31.3085,520.793,652.457,-45.4552,618.582,-531.506,1042.5,487.835,-574.835,1001.79,831.994,-382.213,536.041,712.43,-162.759,503.654,349.041,-419.694,533.305,449.816,-194.131,478.916,737.898,-492.975,830.154,440.371,-549.18,828.015,562.168,-395.797,1029.53,447.117,-437.338,998.382,613.372,-672.501,803.021,669.027,-123.017,526.21,481.884,-138.641,496.911,764.297,133.551,61.7958,742.379,295.933,-19.252,257.352,38.2992,67.7092,197.457,186.607,-14.813,24.5477,1329.95,476.904,106.081,1355.39,466.357,-47.9617,965.093,418.365,354.329,1076.96,422.015,-3.35138,745.819,376.185,444.3,876.83,387.249,660.899,-580.281,392.809,560.048,-592.736,390.277,755.371,-286.223,445.286,761.269,29.0584,395.279,365.126,-310.18,449.098,326.748,-37.5011,447.33
