Trajectories
100
,,D08:Tempe_D,,,D08:Tempe_G,,,D08:AR_Tete_G,,,D08:AR_Tete_D,,,D08:epaule_D,,,D08:epaule_G,,,D08:coude_D,,,D08:poignet_D,,,D08:majeur_D,,,D08:coude_G,,,D08:poignet_G,,,D08:majeur_G,,,D08:entre_homoplate,,,D08:cheville_D,,,D08:cheville_G,,,D08:orteil_D,,,D08:orteil_G,,,D08:2AR_Tete_D,,,D08:2AR_Tete_G,,,D08:2coude_D,,,D08:2poignet_D,,,D08:2coude_G,,,D08:2poignet_G,,,D08:2epaule_D,,,D08:2epaule_G,,,D08:2Tempe_D,,,D08:2Temps_G,,,D08:2entre_homoplate,,,D08:2majeur_D,,,D08:2majeur_G,,,D08:2cheville_D,,,D08:2orteil_D,,,D08:2cheville_G,,,D08:2orteil_G,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,293.63,1091.78,1125.39,423.982,1069.99,1104.49,452.448,1185.75,1068.19,312.068,1229.32,1086.79,185.76,1190.46,896.318,521.976,1189.35,891.506,71.9309,1008.96,585.126,191.749,798.549,580.856,243.861,753.716,580.006,627.725,1028.65,561.96,503.193,823.47,559.88,446.662,774.292,555.307,358.633,1344.51,846.497,184.806,582.639,22.8558,543.731,636.752,30.2179,,,,559.035,529.967,-7.83141,729.239,-254.424,1068.58,699.587,-387.373,1086.26,773.266,-57.6438,640.332,546.138,-156.668,729.041,351.673,-429.853,735.681,437.397,-193.914,667.182,879.202,-206.656,923.438,596.426,-493.948,940.738,567.427,-233.068,1081.69,562.846,-369.324,1102.15,842.548,-460.801,863.74,508.363,-192.966,762.32,486.741,-149.655,642.487,697.169,160.943,16.7738,656.38,253.105,-24.8271,359.278,20.3062,20.677,324.089,115.22,-25.51
2,0,293.544,1092.25,1125.66,423.862,1070.22,1104.71,452.547,1185.84,1068.08,312.271,1229.73,1086.6,185.696,1190.53,896.339,521.946,1189.34,891.535,71.8487,1008.98,585.175,191.84,798.578,580.838,243.985,753.796,579.985,627.745,1028.54,562.042,503.167,823.422,559.866,446.563,774.239,555.257,358.629,1344.43,846.442,184.783,582.617,22.8588,543.411,637.434,31.1663,,,,559.087,529.934,-7.86747,729.846,-254.984,1068.73,699.92,-387.658,1086.17,768.579,-58.1169,641.779,542.21,-159.776,730.133,351.862,-427.547,736.434,438.818,-192.065,666.94,878.151,-206.239,923.805,596.638,-493.918,941.006,568.152,-233.423,1082.4,563.238,-369.681,1102.89,842.918,-460.898,863.865,504.694,-196.348,763.328,489.671,-148.249,641.635,697.116,161.006,16.8308,656.391,253.104,-24.8142,359.278,20.3062,20.677,324.027,115.146,-25.4596
3,0,293.479,1092.81,1125.9,423.703,1070.49,1104.96,452.593,1185.92,1067.93,312.527,1230.2,1086.4,185.656,1190.52,896.34,521.865,1189.3,891.545,71.7629,1008.96,585.244,191.938,798.639,580.835,244.121,753.877,579.915,627.775,1028.41,562.154,503.093,823.376,559.902,446.478,774.232,555.22,358.572,1344.46,846.463,184.789,582.614,22.8351,543.731,636.775,30.2751,,,,559.157,529.919,-7.86865,730.45,-255.397,1068.75,700.394,-387.987,1086,763.769,-58.716,643.273,538.314,-162.789,731.22,352.407,-425.043,737.241,440.358,-190.438,666.846,877.433,-205.927,924.193,596.715,-493.86,941.222,568.541,-233.534,1082.99,563.81,-369.931,1103.35,843.243,-460.831,863.848,501.282,-199.683,764.422,491.181,-146.877,641.255,697.18,160.952,16.7817,656.392,253.104,-24.8138,359.276,20.3085,20.6804,324.051,115.16,-25.4953
4,0,293.424,1093.47,1126.23,423.601,1070.74,1105.21,452.664,1186.02,1067.84,312.665,1230.68,1086.2,185.649,1190.58,896.342,521.839,1189.28,891.574,71.6396,1008.98,585.257,192.038,798.689,580.808,244.167,753.982,579.863,627.8,1028.37,562.192,503.039,823.364,559.872,446.375,774.181,555.137,358.579,1344.43,846.477,184.784,582.616,22.8598,543.718,636.741,30.2019,,,,559.193,529.926,-7.84195,731.266,-256.016,1068.8,700.842,-388.417,1086.04,759.707,-59.0929,644.76,534.636,-165.456,732.308,352.385,-422.934,738.295,441.632,-188.592,666.773,876.509,-205.657,924.719,596.84,-493.771,941.503,568.922,-233.59,1083.74,564.333,-370.155,1103.81,843.793,-460.736,863.891,498.195,-202.632,765.38,492.824,-145.683,640.519,697.143,160.99,16.8274,656.391,253.104,-24.8142,359.278,20.3063,20.6772,324.022,115.183,-25.4659
5,0,293.38,1094.21,1126.52,423.445,1071.04,1105.49,452.724,1186.12,1067.73,312.864,1231.12,1086.02,185.597,1190.59,896.318,521.802,1189.24,891.621,71.5936,1008.97,585.278,192.087,798.705,580.809,244.281,754.067,579.835,627.83,1028.2,562.311,503.013,823.355,559.869,446.292,774.169,555.079,358.581,1344.42,846.476,184.789,582.612,22.8321,543.177,637.005,30.4702,,,,559.272,529.954,-7.77169,731.571,-256.302,1068.93,701.394,-388.997,1086.18,754.878,-59.4506,646.451,530.672,-168.081,733.537,352.683,-420.727,739.039,442.89,-187.01,666.573,875.364,-205.234,924.857,597.018,-493.642,941.817,569.475,-233.951,1084.62,564.774,-370.551,1104.37,844.27,-460.675,863.966,493.886,-205.897,766.314,494.503,-144.434,640.411,697.177,160.947,16.7695,656.424,253.146,-24.8062,359.278,20.3062,20.6769,324.091,115.214,-25.5248
6,0,293.324,1094.68,1126.7,423.292,1071.3,1105.8,452.768,1186.2,1067.63,312.919,1231.58,1085.86,185.552,1190.6,896.303,521.8,1189.22,891.639,71.4748,1008.98,585.252,192.169,798.729,580.787,244.39,754.108,579.777,627.897,1028.17,562.4,502.918,823.29,559.875,446.233,774.139,555.008,358.581,1344.42,846.48,184.793,582.751,22.7185,543.655,637.029,30.5422,,,,559.325,529.975,-7.69815,731.834,-256.442,1068.96,701.823,-389.521,1086.15,750.131,-60.2281,647.777,527.032,-170.832,734.964,353.032,-418.898,739.866,444.546,-185.642,666.479,874.476,-204.918,925.28,597.216,-493.285,941.979,570.215,-234.611,1085.15,565.235,-370.922,1104.8,844.625,-460.64,864.064,490.417,-209.743,767.518,495.831,-143.321,640.06,697.163,160.959,16.7771,656.383,253.106,-24.8257,359.278,20.3062,20.677,324.056,115.209,-25.4732
7,0,293.178,1095.17,1126.89,423.189,1071.54,1106.14,452.858,1186.26,1067.51,312.994,1232.04,1085.69,185.533,1190.62,896.258,521.768,1189.18,891.687,71.4513,1008.91,585.265,192.237,798.765,580.789,244.504,754.144,579.735,627.927,1028.09,562.393,502.86,823.293,559.886,446.119,774.154,554.965,358.566,1344.37,846.435,184.785,582.622,22.8587,543.675,636.971,30.5936,,,,559.062,529.978,-7.79629,732.367,-256.795,1069.14,702.094,-389.921,1086.1,745.961,-60.8656,649.057,523.545,-173.394,736.329,353.415,-416.836,740.538,445.639,-184.299,666.305,873.652,-204.462,925.637,597.316,-493.096,942.223,570.835,-234.915,1085.68,565.745,-371.367,1105.33,844.788,-460.633,864.112,487.372,-213.285,768.416,497.502,-142.361,639.556,697.18,160.952,16.7833,656.39,253.103,-24.8155,359.276,20.3085,20.6804,324.099,115.175,-25.4997
8,0,292.997,1095.72,1127.1,422.898,1072.1,1106.22,452.876,1186.37,1067.44,313.12,1232.35,1085.54,185.519,1190.62,896.24,521.771,1189.16,891.722,71.3937,1008.96,585.198,192.216,798.799,580.822,244.543,754.145,579.716,627.972,1027.98,562.482,502.827,823.293,559.865,446.116,774.154,554.962,358.56,1344.37,846.441,184.784,582.614,22.8631,543.632,636.951,30.5523,,,,558.88,530.01,-7.81029,732.675,-257.238,1069.19,702.547,-390.207,1085.87,741.94,-61.5046,650.681,520.404,-175.857,737.734,353.601,-415.016,741.129,447.007,-183.131,666.096,872.609,-203.997,925.997,597.449,-493.059,942.615,571.15,-235.111,1086.44,566.262,-371.666,1105.68,844.971,-460.554,864.094,484.213,-216.601,769.359,498.934,-141.363,639.618,697.19,160.947,16.768,656.38,253.142,-24.8612,359.275,20.3246,20.7157,324.054,115.195,-25.5061
9,0,292.895,1096.37,1127.3,422.81,1072.28,1106.4,452.922,1186.42,1067.39,313.301,1232.73,1085.38,185.469,1190.65,896.223,521.764,1189.13,891.75,71.36,1008.98,585.129,192.216,798.799,580.824,244.588,754.194,579.692,627.962,1027.98,562.522,502.768,823.314,559.857,446.07,774.161,554.912,358.559,1344.37,846.443,184.784,582.618,22.862,544.029,636.812,30.4369,,,,558.861,530.007,-7.82978,733.087,-257.711,1069.32,702.889,-390.468,1085.78,737.758,-61.9843,651.967,517.224,-178.473,738.968,353.901,-413.438,741.771,447.992,-182.65,665.425,871.784,-203.62,926.238,597.642,-492.878,942.853,571.241,-235.341,1087.14,566.766,-372.128,1106.13,845.231,-460.463,864.034,481.403,-219.71,770.58,500.219,-140.618,639.488,697.188,161.016,16.7989,656.39,253.105,-24.8172,359.275,20.309,20.6824,324.061,115.162,-25.5059
