Trajectories
100
,,D10:Tempe_D,,,D10:Tempe_G,,,D10:AR_Tete_G,,,D10:AR_Tete_D,,,D10:epaule_D,,,D10:epaule_G,,,D10:coude_D,,,D10:poignet_D,,,D10:majeur_D,,,D10:coude_G,,,D10:poignet_G,,,D10:majeur_G,,,D10:entre_homoplate,,,D10:cheville_D,,,D10:cheville_G,,,D10:orteil_D,,,D10:orteil_G,,,D10:2AR_Tete_D,,,D10:2AR_Tete_G,,,D10:2coude_D,,,D10:2poignet_D,,,D10:2coude_G,,,D10:2poignet_G,,,D10:2epaule_D,,,D10:2epaule_G,,,D10:2Tempe_D,,,D10:2Temps_G,,,D10:2entre_homoplate,,,D10:2majeur_D,,,D10:2majeur_G,,,D10:2cheville_D,,,D10:2orteil_D,,,D10:2cheville_G,,,D10:2orteil_G,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,176.642,1234.7,1097.41,306.785,1241.32,1112.31,287.665,1369.85,1057.36,172.313,1353.3,1044.71,87.1396,1269.63,883.418,406.631,1339.29,881.668,19.9876,1212.63,571.214,162.67,1044.15,504.895,211.464,1016.57,525.324,476.742,1324.38,554.805,427.794,1109.42,496.185,394.848,1055.97,517.757,,,,258.404,689.22,60.4191,529.341,778.11,51.862,317.942,552.162,-25.9464,588.418,639.68,-31.0156,798.035,-471.974,1097.19,657.227,-494.464,1104.34,992.284,-310.877,554.273,862.475,-90.4701,538.969,369.566,-374.291,604.78,367.866,-115.984,561.622,880.53,-378.248,910.513,527.059,-435.099,944.345,780.758,-358.579,1195.19,668.4,-372.625,1214.08,720.046,-531.646,840.682,811.105,-50.0632,561.208,396.704,-46.7988,579.471,761.644,239.075,59.8935,770.417,392.223,-19.8032,329.783,136.225,60.7442,265.121,277.767,-12.1087
2,0,176.509,1234.72,1097.41,306.625,1240.89,1112.22,287.792,1369.52,1057.38,172.444,1353.29,1044.76,87.073,1269.65,883.408,406.386,1338.99,882.022,19.9597,1212.7,571.205,162.505,1044.02,504.756,211.423,1016.57,525.317,476.685,1324.21,555.099,427.796,1109.38,496.221,394.906,1055.88,517.776,,,,258.37,689.211,60.4296,529.406,778.154,51.896,317.913,552.166,-25.9434,588.401,639.695,-31.0277,797.987,-471.915,1097.21,657.251,-494.369,1104.27,992.307,-310.886,554.221,862.475,-90.4701,538.969,369.508,-374.29,604.748,367.854,-115.986,561.601,880.526,-378.23,910.499,527.061,-435.059,944.342,780.78,-358.517,1195.21,668.366,-372.552,1214.1,720.006,-531.587,840.663,811.128,-50.049,561.222,396.702,-46.7856,579.484,761.643,239.065,59.8974,770.442,392.229,-19.8012,329.806,136.225,60.7401,265.12,277.765,-12.1073
3,0,176.401,1234.68,1097.38,306.486,1240.5,1112.1,287.916,1369.08,1057.38,172.539,1353.3,1044.85,86.9609,1269.66,883.407,406.288,1338.7,882.227,19.9236,1212.78,571.187,162.447,1043.98,504.747,211.305,1016.54,525.374,476.589,1324.11,555.4,427.834,1109.34,496.302,394.96,1055.8,517.816,,,,258.382,689.198,60.4183,529.421,778.176,51.8619,317.924,552.154,-25.9192,588.395,639.692,-31.0383,797.976,-471.834,1097.18,657.221,-494.334,1104.3,992.307,-310.884,554.216,862.483,-90.4637,538.946,369.459,-374.283,604.776,367.852,-115.989,561.603,880.505,-378.213,910.469,527.058,-434.994,944.337,780.815,-358.466,1195.18,668.415,-372.515,1214.09,719.994,-531.51,840.643,811.131,-50.0683,561.159,396.677,-46.8019,579.465,761.644,239.074,59.8933,770.366,392.153,-19.9338,329.829,136.277,60.7242,265.115,277.734,-12.1479
4,0,176.337,1234.63,1097.33,306.316,1240.09,1111.94,288.053,1368.82,1057.42,172.677,1353.31,1044.92,86.8819,1269.66,883.356,406.173,1338.43,882.484,19.9057,1212.81,571.13,162.386,1044.04,504.682,211.233,1016.53,525.413,476.492,1324.06,555.736,427.821,1109.33,496.281,394.974,1055.79,517.817,,,,258.388,689.197,60.4368,529.478,778.207,51.8548,317.909,552.165,-25.9478,588.383,639.73,-30.9715,797.98,-471.788,1097.16,657.241,-494.248,1104.25,992.317,-310.9,554.193,862.483,-90.4636,538.945,369.454,-374.245,604.768,367.853,-115.988,561.603,880.504,-378.17,910.438,527.072,-434.988,944.377,780.853,-358.425,1195.16,668.408,-372.456,1214.11,719.975,-531.441,840.657,811.152,-50.0682,561.166,396.668,-46.7884,579.479,761.643,239.065,59.8976,770.439,392.23,-19.7791,329.833,136.287,60.7291,265.082,277.759,-12.1391
5,0,176.354,1234.59,1097.11,306.282,1239.63,1111.96,288.14,1368.58,1057.48,172.778,1353.24,1045.03,86.8103,1269.64,883.278,406.073,1338.13,882.664,19.8819,1212.84,571.067,162.551,1044.01,504.388,211.126,1016.47,525.429,476.45,1323.89,556.016,427.822,1109.23,496.33,394.997,1055.78,517.82,,,,258.383,689.198,60.4188,529.525,778.235,51.8359,317.931,552.16,-25.9031,588.371,639.729,-30.9503,797.929,-471.754,1097.15,657.221,-494.189,1104.26,992.34,-310.917,554.167,862.483,-90.4637,538.945,369.395,-374.267,604.773,367.824,-115.992,561.597,880.51,-378.167,910.401,527.074,-434.916,944.355,781.046,-358.323,1195.23,668.459,-372.406,1214.13,719.918,-531.407,840.603,811.156,-50.0747,561.182,396.676,-46.8029,579.467,761.648,239.065,59.8909,770.469,392.267,-19.7857,329.823,136.275,60.7211,265.09,277.745,-12.1191
6,0,176.275,1234.51,1097.03,306.181,1239.31,1111.87,288.231,1368.31,1057.53,172.848,1353.29,1045.13,86.7452,1269.65,883.232,405.942,1337.86,882.902,19.8635,1212.86,571,162.517,1043.86,504.415,211.044,1016.39,525.485,476.386,1323.9,556.227,427.801,1109.26,496.365,395.024,1055.71,517.847,,,,258.387,689.198,60.4364,529.563,778.201,51.8236,317.893,552.143,-25.9363,588.373,639.727,-30.9973,797.916,-471.704,1097.16,657.224,-494.159,1104.26,992.334,-310.924,554.141,862.516,-90.5013,538.966,369.392,-374.263,604.778,367.813,-115.989,561.593,880.47,-378.135,910.331,527.071,-434.906,944.34,781.099,-358.278,1195.23,668.459,-372.371,1214.12,719.91,-531.351,840.595,811.107,-50.1074,561.154,396.661,-46.8293,579.465,761.644,239.064,59.8968,770.401,392.249,-19.8121,329.784,136.226,60.7434,265.129,277.748,-12.1126
7,0,176.157,1234.32,1096.95,306.004,1238.95,1111.76,288.336,1368.13,1057.62,172.988,1353.27,1045.28,86.6653,1269.69,883.186,405.802,1337.54,883.184,19.8601,1212.88,570.906,162.219,1043.87,504.812,210.96,1016.34,525.503,476.408,1323.83,556.436,427.842,1109.2,496.417,395.053,1055.71,517.857,,,,258.388,689.197,60.4379,529.594,778.259,51.8355,317.892,552.142,-25.938,588.38,639.722,-30.9559,797.916,-471.704,1097.16,657.211,-494.119,1104.29,992.339,-310.928,554.037,862.484,-90.4644,538.946,369.402,-374.274,604.739,367.812,-115.989,561.592,880.468,-378.088,910.312,527.058,-434.914,944.343,780.927,-358.365,1195.19,668.482,-372.305,1214.14,719.913,-531.267,840.576,811.13,-50.1142,561.176,396.637,-46.8327,579.446,761.643,239.065,59.8976,770.44,392.26,-19.7923,329.817,136.257,60.7045,265.109,277.779,-12.1368
8,0,175.783,1234.01,1097.06,305.843,1238.56,1111.66,288.4,1367.89,1057.6,173.158,1353.31,1045.37,86.6005,1269.72,883.156,405.717,1337.23,883.405,19.846,1212.83,570.906,162.374,1043.76,504.582,210.929,1016.24,525.521,476.446,1323.81,556.686,427.802,1109.23,496.449,395.057,1055.73,518.052,,,,258.383,689.198,60.4184,529.593,778.259,51.8318,317.897,552.144,-25.9323,588.158,639.641,-31.2522,797.905,-471.645,1097.12,657.223,-494.011,1104.27,992.328,-310.916,554.009,862.479,-90.4552,538.927,369.399,-374.318,604.739,367.799,-115.984,561.591,880.46,-378.085,910.304,527.027,-434.884,944.324,781.144,-358.242,1195.17,668.514,-372.295,1214.14,719.911,-531.221,840.566,811.129,-50.1072,561.163,396.633,-46.8421,579.454,761.643,239.065,59.8974,770.418,392.223,-19.8023,329.728,136.199,60.7665,265.095,277.748,-12.1105
9,0,175.559,1233.77,1097,305.7,1238.24,1111.54,288.426,1367.69,1057.7,173.162,1353.22,1045.45,86.5496,1269.77,883.177,405.597,1337.03,883.617,19.8971,1212.83,570.954,162.32,1043.71,504.572,210.855,1016.16,525.564,476.508,1323.76,556.875,427.83,1109.21,496.57,395.019,1055.72,517.957,,,,258.396,689.189,60.4133,529.584,778.296,51.7731,317.911,552.199,-25.967,588.356,639.717,-30.9704,797.919,-471.639,1097.13,657.151,-493.971,1104.3,992.364,-310.887,553.981,862.455,-90.4613,538.895,369.368,-374.331,604.721,367.78,-116.028,561.559,880.459,-378.08,910.248,527.047,-434.869,944.314,781.167,-358.174,1195.17,668.509,-372.25,1214.17,719.881,-531.171,840.555,811.106,-50.1076,561.153,396.598,-46.8484,579.433,761.643,239.065,59.8974,770.365,392.152,-19.9344,329.773,136.219,60.7572,265.118,277.737,-12.1385
