Trajectories
100
,,D07:Tempe_D,,,D07:Tempe_G,,,D07:AR_Tete_G,,,D07:AR_Tete_D,,,D07:epaule_D,,,D07:epaule_G,,,D07:coude_D,,,D07:poignet_D,,,D07:majeur_D,,,D07:coude_G,,,D07:poignet_G,,,D07:majeur_G,,,D07:entre_homoplate,,,D07:cheville_D,,,D07:cheville_G,,,D07:orteil_D,,,D07:orteil_G,,,D07:2AR_Tete_D,,,D07:2AR_Tete_G,,,D07:2coude_D,,,D07:2poignet_D,,,D07:2coude_G,,,D07:2poignet_G,,,D07:2epaule_D,,,D07:2epaule_G,,,D07:2Tempe_D,,,D07:2Temps_G,,,D07:2entre_homoplate,,,D07:2majeur_D,,,D07:2majeur_G,,,D07:2cheville_D,,,D07:2orteil_D,,,D07:2cheville_G,,,D07:2orteil_G,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-390.769,1332.04,1058.15,-265.508,1368.79,1062.77,-300.768,1494.44,1056.39,-427.273,1473.84,1047.89,-481.857,1316.01,858.472,-266.681,1503.93,890.636,-518.001,1223.32,585.552,-324.16,1145.58,499.877,-277.751,1131.02,496.521,-104.044,1493.14,578.398,-119.867,1280.89,497.403,-133.784,1225.65,495.642,-454.554,1515.09,775.045,-210.539,943.544,19.5539,87.3776,1096.88,24.3916,-173.62,831.605,-44.0875,128.161,987.144,-45.6635,601.277,-99.6759,1099.75,504.421,-199.642,1080.34,708.617,118.923,603.325,505.222,258.462,542.125,259.549,-169.461,606.19,207.021,48.6792,539.137,683.869,-50.3228,924.304,427.45,-254.697,920.136,522.099,-8.78389,1131.67,400.891,-101.306,1106.05,621.819,-234.965,817.37,454.786,282.36,544.247,205.093,110.46,543.995,409.52,350.694,35.3355,338.215,474.748,-28.8419,161.271,153.16,45.9963,71.4801,267.676,-28.6453
2,0,-390.779,1332.05,1058.18,-265.501,1368.81,1062.75,-300.766,1494.45,1056.4,-427.333,1473.78,1047.92,-481.896,1316.05,858.407,-266.714,1503.93,890.588,-518.001,1223.21,585.394,-324.207,1145.6,499.865,-277.795,1131.01,496.542,-104.115,1493.15,578.352,-119.87,1280.88,497.345,-133.711,1225.68,495.626,-454.551,1515.11,774.995,-210.491,943.523,19.5888,87.3529,1096.88,24.3887,-173.647,831.627,-44.1494,128.145,987.156,-45.6904,601.037,-99.4161,1099.75,504.03,-199.422,1080.51,708.973,118.775,603.113,505.647,258.15,541.974,259.577,-170.72,606.282,207.571,47.9407,539.155,683.784,-50.2425,924.302,427.61,-255.007,920.074,521.659,-8.55891,1131.42,400.647,-101.076,1105.93,621.812,-234.645,817.309,454.97,281.981,544.317,206.06,109.578,544.322,409.52,350.694,35.3355,338.211,474.691,-28.8285,161.252,153.162,45.9801,71.8501,267.594,-28.4824
3,0,-390.798,1332.02,1058.2,-265.504,1368.79,1062.78,-300.79,1494.46,1056.39,-427.337,1473.83,1047.94,-481.937,1316.1,858.373,-266.72,1503.94,890.555,-518.131,1223.37,585.522,-324.248,1145.63,499.905,-277.917,1131.05,496.586,-104.149,1493.11,578.311,-119.814,1280.88,497.32,-133.62,1225.69,495.611,-454.622,1515.13,775.019,-210.539,943.52,19.5476,87.3211,1096.86,24.3711,-173.593,831.661,-44.099,128.142,987.16,-45.6732,600.771,-99.1373,1099.83,503.834,-199.233,1080.6,709.587,118.607,602.925,506.034,257.855,541.838,259.905,-171.515,606.014,208.195,47.2496,539.118,683.672,-50.1408,924.301,427.724,-255.308,919.906,521.356,-8.35637,1131.28,400.311,-100.899,1105.81,621.84,-234.446,817.305,455.242,281.54,544.301,206.88,108.668,544.631,409.522,350.689,35.3479,338.189,474.715,-28.8357,161.142,153.085,45.9958,71.5069,267.659,-28.6444
4,0,-390.813,1332.03,1058.24,-265.523,1368.88,1062.74,-300.796,1494.51,1056.38,-427.337,1473.84,1047.99,-482.023,1316.14,858.298,-266.827,1503.78,890.398,-518.223,1223.4,585.521,-324.296,1145.7,499.886,-278.039,1131.09,496.649,-104.173,1493.08,578.252,-119.807,1280.81,497.281,-133.529,1225.71,495.641,-454.606,1515.1,774.943,-210.545,943.541,19.5798,87.3444,1096.84,24.3846,-173.673,831.617,-44.1477,128.115,987.156,-45.6803,600.435,-98.881,1099.97,503.676,-199.206,1080.76,710.098,118.512,602.934,506.374,257.588,541.747,260.391,-172.365,605.795,208.659,46.3084,538.823,683.52,-50.0044,924.365,427.907,-255.554,919.867,521.139,-8.13693,1131.23,399.928,-100.648,1105.69,621.864,-234.279,817.309,455.578,281.238,544.292,207.379,107.86,544.77,409.517,350.677,35.3773,338.21,474.694,-28.8318,161.14,153.06,46.0487,71.7108,267.688,-28.3679
5,0,-390.817,1332.02,1058.27,-265.489,1368.9,1062.75,-300.818,1494.52,1056.34,-427.316,1473.76,1047.95,-482.094,1316.2,858.285,-266.811,1503.89,890.473,-518.234,1223.39,585.486,-324.346,1145.74,499.889,-278.099,1131.1,496.627,-104.215,1493.03,578.255,-119.809,1280.79,497.207,-133.494,1225.75,495.591,-454.632,1515.15,774.939,-210.539,943.534,19.5584,87.3258,1096.85,24.3541,-173.592,831.614,-44.0887,128.144,987.156,-45.6906,600.077,-98.6163,1100.12,503.603,-199.534,1081.03,710.587,118.437,602.965,506.703,257.343,541.659,260.621,-173.184,605.582,209.088,45.6946,538.626,683.398,-49.8362,924.429,428.062,-255.861,919.812,520.743,-7.85112,1130.98,399.545,-100.497,1105.55,621.93,-234.15,817.266,455.983,280.927,544.283,207.903,107.02,544.807,409.506,350.684,35.3417,338.199,474.726,-28.8323,161.065,153.001,46.0512,71.8011,267.726,-28.3567
6,0,-390.779,1332.02,1058.29,-265.488,1368.9,1062.75,-300.88,1494.54,1056.33,-427.392,1473.84,1047.97,-482.156,1316.26,858.247,-266.844,1503.93,890.436,-518.187,1223.31,585.295,-324.355,1145.76,499.955,-278.184,1131.18,496.648,-104.251,1493,578.156,-119.843,1280.8,497.15,-133.472,1225.69,495.639,-454.633,1515.14,774.876,-210.577,943.536,19.6049,87.3445,1096.84,24.3842,-173.618,831.6,-44.0896,128.104,987.149,-45.719,599.624,-98.3494,1100.22,503.371,-199.527,1081.29,711.122,118.297,602.989,507.021,257.156,541.49,260.957,-174.002,605.295,209.573,44.9629,538.611,683.279,-49.6395,924.529,428.212,-256.166,919.794,520.28,-7.48789,1130.71,399.194,-100.287,1105.31,622.034,-234.019,817.244,456.374,280.65,544.135,208.489,106.07,545.074,409.517,350.677,35.3763,338.207,474.734,-28.8532,161.038,152.97,46.1061,71.7611,267.67,-28.3418
7,0,-390.795,1332.03,1058.32,-265.463,1368.95,1062.76,-300.899,1494.55,1056.3,-427.406,1473.86,1047.99,-482.221,1316.31,858.218,-266.872,1503.9,890.388,-518.236,1223.33,585.3,-324.38,1145.81,499.957,-278.223,1131.21,496.665,-104.268,1492.95,578.168,-119.824,1280.74,497.11,-133.454,1225.71,495.609,-454.662,1515.16,774.89,-210.524,943.526,19.5858,87.2982,1096.81,24.3549,-173.676,831.615,-44.1482,128.11,987.111,-45.7017,599.355,-98.1632,1100.33,503.229,-199.597,1081.57,711.541,118.169,602.973,507.306,256.961,541.292,261.508,-174.781,605.269,209.924,44.3091,538.643,683.172,-49.4786,924.574,428.4,-256.463,919.751,519.787,-7.21266,1130.47,398.759,-100.225,1105.08,622.094,-233.89,817.205,456.767,280.384,544.01,208.993,105.404,545.347,409.498,350.676,35.3644,338.19,474.724,-28.822,160.987,152.922,46.0896,71.7984,267.663,-28.3119
8,0,-390.786,1332.04,1058.35,-265.498,1369.02,1062.77,-300.905,1494.62,1056.32,-427.446,1473.85,1048,-482.268,1316.34,858.205,-266.895,1503.91,890.384,-518.402,1223.44,585.438,-324.418,1145.81,500.053,-278.301,1131.21,496.675,-104.315,1492.94,578.147,-119.787,1280.71,497.071,-133.404,1225.71,495.638,-454.703,1515.16,774.9,-210.537,943.533,19.5578,87.2887,1096.81,24.3435,-173.591,831.604,-44.114,128.113,987.087,-45.7075,599.185,-97.966,1100.48,502.966,-199.501,1081.91,711.767,118.082,602.926,507.541,256.79,541.179,261.83,-175.38,605.025,210.317,43.7169,538.584,683.085,-49.3638,924.61,428.535,-256.727,919.65,519.349,-6.88901,1130.32,398.499,-100.198,1104.86,622.217,-233.815,817.203,457.058,280.268,543.912,209.329,104.936,545.467,409.524,350.684,35.3544,338.192,474.693,-28.8339,160.934,152.887,46.0983,71.7754,267.699,-28.2972
9,0,-390.741,1332.04,1058.41,-265.465,1369.03,1062.79,-300.956,1494.65,1056.23,-427.473,1473.8,1048.03,-482.319,1316.32,858.176,-266.964,1503.88,890.355,-518.44,1223.47,585.456,-324.49,1145.81,500.085,-278.325,1131.21,496.613,-104.341,1492.93,578.135,-119.803,1280.69,496.995,-133.364,1225.77,495.66,-454.714,1515.18,774.821,-210.532,943.518,19.5613,87.2808,1096.8,24.357,-173.588,831.615,-44.0768,128.076,987.126,-45.7285,598.964,-97.6829,1100.78,502.738,-199.178,1082.12,711.988,117.992,602.867,507.749,256.649,541.076,262.009,-176.371,604.912,210.772,43.0107,538.603,683.037,-49.2025,924.679,428.668,-256.997,919.64,518.77,-6.60355,1130.15,398.247,-100.241,1104.64,622.335,-233.729,817.218,457.249,280.133,543.922,209.641,104.219,545.613,409.498,350.676,35.3633,338.186,474.706,-28.8051,160.852,152.818,46.1317,71.8011,267.694,-28.2807
