Trajectories
100
,,D09:Tempe_D,,,D09:Tempe_G,,,D09:AR_Tete_G,,,D09:AR_Tete_D,,,D09:epaule_D,,,D09:epaule_G,,,D09:coude_D,,,D09:poignet_D,,,D09:majeur_D,,,D09:coude_G,,,D09:poignet_G,,,D09:majeur_G,,,D09:entre_homoplate,,,D09:cheville_D,,,D09:cheville_G,,,D09:orteil_D,,,D09:orteil_G,,,D09:2AR_Tete_D,,,D09:2AR_Tete_G,,,D09:2coude_D,,,D09:2poignet_D,,,D09:2coude_G,,,D09:2poignet_G,,,D09:2epaule_D,,,D09:2epaule_G,,,D09:2Tempe_D,,,D09:2Temps_G,,,D09:2entre_homoplate,,,D09:2majeur_D,,,D09:2majeur_G,,,D09:2cheville_D,,,D09:2orteil_D,,,D09:2cheville_G,,,D09:2orteil_G,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,321.865,932.369,1389.29,457.091,912.197,1382.36,486.708,1057.35,1352.34,374.458,1092.93,1363.2,262.123,1007.51,1205.57,543.614,1044.16,1213.15,210.519,934.727,882.829,341.435,824.064,695.085,378.214,800.522,674.125,614.92,1007.46,879.997,550.623,861.155,701.162,528.181,830.899,663.431,387.558,1152.56,1161,427.286,637.027,56.5296,518.55,645.421,58.5741,434.811,477.929,-35.9268,533.769,482.801,-33.5691,794.208,-182.486,1299.79,667.22,-201.63,1310.53,937.112,-17.9218,839.236,787.05,80.9769,702.724,492.707,-171.051,834.123,546.507,-1.87649,679.655,871.108,-105.034,1165.33,581.647,-196.084,1152.47,778.298,-57.1661,1353.43,652.268,-70.4787,1368.75,761.421,-280.817,1095.62,745.707,97.2021,672.939,568.062,34.8897,647.873,733.16,227.757,75.2463,674.738,351.277,-20.652,491.005,226.066,98.5112,470.187,400.871,-20.0733
2,0,321.856,932.646,1389.32,456.999,912.131,1382.27,486.632,1057.56,1352.44,374.348,1093.06,1363.27,262.107,1007.67,1205.52,543.606,1044.36,1213.14,210.44,934.799,882.863,341.299,824.13,694.974,378.03,800.522,674.025,614.89,1007.91,879.944,550.884,861.301,701.198,528.413,831.127,663.425,387.537,1152.64,1160.97,427.286,637.027,56.5296,518.565,645.44,58.5399,434.816,477.905,-35.913,533.731,482.807,-33.541,794.147,-182.462,1299.77,667.118,-201.668,1310.63,936.98,-17.6714,839.332,785.735,81.5168,703.868,492.693,-171.094,834.079,546.511,-1.90835,679.604,871.015,-104.964,1165.38,581.61,-196.085,1152.44,778.36,-57.1246,1353.38,652.304,-70.3983,1368.75,761.39,-280.813,1095.63,745.6,97.3261,672.883,568.047,34.9283,647.878,733.147,227.75,75.2527,674.735,351.279,-20.6566,490.822,225.65,98.9881,470.206,400.852,-20.0683
3,0,321.866,932.727,1389.3,456.952,912.256,1382.26,486.62,1057.72,1352.49,374.323,1093.18,1363.34,262.068,1007.76,1205.45,543.596,1044.58,1213.14,209.959,934.559,882.888,341.195,824.146,694.924,377.866,800.534,673.946,614.754,1008.38,879.8,551.126,861.41,701.237,528.638,831.257,663.498,387.44,1152.74,1161.05,427.281,637.054,56.5568,518.593,645.444,58.5489,434.8,477.908,-35.8958,533.713,482.826,-33.5479,794.072,-182.438,1299.7,666.994,-201.685,1310.77,936.916,-17.4672,839.412,786.743,81.4254,702.859,492.727,-171.092,834.033,546.5,-1.86941,679.567,870.967,-104.888,1165.45,581.568,-196.15,1152.44,778.349,-57.0924,1353.34,652.247,-70.3262,1368.75,761.367,-280.767,1095.63,745.502,97.4376,672.806,568.07,34.9337,647.85,733.16,227.757,75.2465,674.738,351.274,-20.6481,490.995,226.003,98.5033,470.171,400.863,-20.0446
4,0,321.707,932.807,1389.43,456.968,912.303,1382.27,486.545,1057.87,1352.52,374.234,1093.35,1363.4,262.038,1007.92,1205.42,543.568,1044.77,1213.12,209.831,934.705,882.898,341.123,824.198,694.822,377.725,800.536,673.86,614.81,1008.7,879.814,551.359,861.648,701.236,528.916,831.427,663.483,387.442,1152.83,1160.95,427.249,637.058,56.5568,518.579,645.463,58.5288,434.816,477.904,-35.9236,533.731,482.808,-33.5412,793.997,-182.469,1299.71,667.029,-201.497,1310.7,936.859,-17.3052,839.509,786.786,81.5483,702.829,492.757,-171.086,833.954,546.536,-1.81986,679.566,870.868,-104.809,1165.49,581.516,-196.099,1152.38,778.334,-57.0921,1353.24,652.26,-70.2975,1368.78,761.366,-280.766,1095.63,745.39,97.5753,672.841,568.096,34.9368,647.819,733.161,227.757,75.2462,674.734,351.273,-20.6519,491.025,226.042,98.4881,470.205,400.852,-20.0673
5,0,321.788,932.964,1389.44,457.068,912.496,1382.58,486.546,1058.02,1352.54,374.212,1093.49,1363.45,262.025,1008.09,1205.36,543.559,1044.99,1213.11,209.795,934.897,882.851,341.024,824.199,694.766,377.644,800.524,673.79,614.863,1009.01,879.835,551.541,861.819,701.28,529.139,831.503,663.562,387.408,1152.92,1160.91,427.26,637.092,56.5734,518.61,645.474,58.5385,434.786,477.938,-35.9026,533.714,482.826,-33.5482,793.921,-182.443,1299.69,666.944,-201.469,1310.77,936.891,-17.2144,839.526,786.741,81.7638,702.925,492.793,-171.116,833.92,546.523,-1.78812,679.549,870.827,-104.722,1165.57,581.455,-196.106,1152.39,778.331,-57.0286,1353.22,652.257,-70.2471,1368.76,761.378,-280.699,1095.65,745.327,97.7498,672.835,568.19,34.9799,647.768,733.137,227.705,75.2563,674.733,351.273,-20.6528,491.016,226.023,98.4726,470.434,400.842,-19.7698
6,0,321.726,933.041,1389.52,457.049,912.633,1382.58,486.513,1058.17,1352.55,374.139,1093.66,1363.51,262.012,1008.27,1205.32,543.562,1045.21,1213.17,209.798,935.164,882.792,340.947,824.191,694.797,377.548,800.493,673.75,614.921,1009.24,879.817,551.68,861.871,701.384,529.309,831.573,663.616,387.392,1153.08,1160.83,427.26,637.033,56.5625,518.589,645.44,58.5417,434.834,477.922,-35.8918,533.713,482.826,-33.5485,793.795,-182.398,1299.7,666.858,-201.565,1310.85,936.911,-17.1426,839.594,786.74,81.8919,702.982,492.854,-171.087,833.896,546.559,-1.77084,679.475,870.774,-104.649,1165.59,581.435,-196.102,1152.37,778.284,-57.0216,1353.13,652.378,-70.1447,1368.71,761.343,-280.676,1095.69,745.265,97.9267,672.815,568.201,35.0335,647.721,733.093,227.733,75.2836,674.727,351.29,-20.6572,491.013,226.017,98.4777,470.233,400.887,-20.0263
7,0,321.875,933.168,1389.57,456.963,912.847,1382.48,486.501,1058.38,1352.58,374.154,1093.81,1363.57,261.958,1008.46,1205.29,543.556,1045.49,1213.16,209.815,935.351,882.75,340.901,824.188,694.766,377.388,800.394,673.778,615.032,1009.44,879.823,551.929,861.96,701.432,529.456,831.56,663.683,387.423,1153.18,1160.76,427.285,637.026,56.5302,518.587,645.44,58.5363,434.825,477.909,-35.9128,533.744,482.803,-33.53,793.72,-182.37,1299.7,666.811,-201.408,1310.79,936.94,-17.0811,839.643,786.75,82.0182,703.024,492.945,-170.986,833.739,546.63,-1.73831,679.439,870.709,-104.532,1165.62,581.4,-196.055,1152.34,778.242,-57.0027,1353.08,652.374,-70.1548,1368.72,761.356,-280.644,1095.68,745.257,97.9879,672.781,568.237,35.0944,647.671,733.069,227.753,75.2717,674.734,351.28,-20.6573,491.013,226.017,98.4783,470.215,400.858,-20.057
8,0,321.834,933.271,1389.79,457.095,912.908,1382.61,486.495,1058.51,1352.57,374.125,1093.91,1363.62,261.921,1008.68,1205.27,543.543,1045.74,1213.17,209.846,935.66,882.677,340.864,824.194,694.774,377.246,800.306,673.812,615.153,1009.61,879.909,552.06,861.944,701.576,529.65,831.539,663.779,387.408,1153.31,1160.7,427.312,636.991,56.5668,518.606,645.436,58.5133,434.818,477.908,-35.9052,533.753,482.799,-33.5601,793.626,-182.335,1299.7,666.792,-201.277,1310.77,936.967,-17.0647,839.676,786.844,82.2097,703.116,492.969,-170.963,833.703,546.658,-1.65021,679.402,870.644,-104.506,1165.63,581.344,-196.034,1152.29,778.104,-56.9325,1353.04,652.301,-70.0319,1368.72,761.302,-280.595,1095.67,745.272,98.1501,672.808,568.345,35.1559,647.622,733.051,227.749,75.2454,674.732,351.276,-20.6572,491.045,226.024,98.4914,470.207,400.842,-20.0592
9,0,321.873,933.423,1389.97,457.049,913.151,1382.55,486.436,1058.65,1352.49,374.137,1093.99,1363.68,261.9,1008.88,1205.23,543.562,1046.01,1213.19,209.88,935.813,882.647,340.846,824.155,694.836,377.091,800.157,673.956,615.201,1009.77,879.964,552.246,861.929,701.571,529.871,831.518,663.818,387.445,1153.28,1160.41,427.312,636.99,56.5687,518.559,645.437,58.5249,434.815,477.904,-35.9165,533.754,482.797,-33.5692,793.528,-182.259,1299.69,666.682,-201.327,1310.82,937.012,-17.0652,839.699,786.877,82.3342,703.143,493.069,-170.961,833.649,546.704,-1.61519,679.382,870.587,-104.411,1165.63,581.299,-196.035,1152.29,778.028,-56.8394,1353.03,652.285,-69.9874,1368.69,761.281,-280.565,1095.69,745.355,98.24,672.764,568.368,35.1699,647.571,733.048,227.74,75.2399,674.721,351.264,-20.6316,491.014,226.018,98.4784,470.19,400.885,-20.0327
