Trajectories
100
,,Patient 1:Tempe_D,,,Patient 1:Tempe_G,,,Patient 1:AR_Tete_G,,,Patient 1:AR_Tete_D,,,Patient 1:epaule_D,,,Patient 1:epaule_G,,,Patient 1:coude_D,,,Patient 1:poignet_D,,,Patient 1:majeur_D,,,Patient 1:coude_G,,,Patient 1:poignet_G,,,Patient 1:majeur_G,,,Patient 1:entre_homoplate,,,Patient 1:cheville_D,,,Patient 1:cheville_G,,,Patient 1:orteil_D,,,Patient 1:orteil_G,,,Patient 1:2AR_Tete_D,,,Patient 1:2AR_Tete_G,,,Patient 1:2coude_D,,,Patient 1:2poignet_D,,,Patient 1:2coude_G,,,Patient 1:2poignet_G,,,Patient 1:2epaule_D,,,Patient 1:2epaule_G,,,Patient 1:2Tempe_D,,,Patient 1:2Temps_G,,,Patient 1:2entre_homoplate,,,Patient 1:2majeur_D,,,Patient 1:2majeur_G,,,Patient 1:2cheville_D,,,Patient 1:2orteil_D,,,Patient 1:2cheville_G,,,Patient 1:2orteil_G,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,86.3923,887.913,1309.3,187.78,940.914,1326.75,129.758,1070.56,1325.16,6.40576,1027.34,1303.6,-46.0128,994.361,1152.05,226.443,1082.97,1151.43,-251.665,1029.8,890.374,-200.909,951.815,670.023,-159.696,941.767,646.561,371.895,1115.74,833.385,421.817,913.417,753.024,408.423,860.158,737.54,49.602,1144.47,1125.36,-16.552,557.167,50.2066,314.834,693.386,35.4935,10.904,420.926,-30.9524,364.133,583.476,-36.0062,512.285,-294.821,1342.77,383.083,-229.788,1349.05,696.079,-187.684,847.632,538.993,-44.8076,717.651,182.963,-281.851,851.817,260.092,-97.0442,703.31,622.541,-236.849,1161.29,291.807,-303.197,1170.76,568.437,-159.232,1355.84,454.133,-104.794,1365.59,488.666,-419.715,1162.4,472.17,-23.4193,690.563,306.999,-42.7425,668.872,508.729,225.822,65.463,501.09,394.207,-15.8123,179.153,146.952,69.4755,118.918,301.242,-10.7265
2,0,86.2482,888.091,1309.23,187.867,940.819,1326.7,129.771,1070.71,1325.19,6.26775,1027.58,1303.61,-46.0653,994.59,1152.04,226.403,1083.11,1151.33,-251.673,1030,890.308,-200.93,951.883,669.996,-159.718,941.808,646.576,371.881,1115.78,833.359,421.727,913.403,753.013,408.337,860.164,737.626,49.6137,1144.64,1125.26,-16.5823,557.223,50.1391,314.853,693.443,35.4029,10.9145,420.965,-30.9499,364.183,583.47,-36.2118,512.307,-294.836,1342.79,383.091,-229.853,1349.06,695.998,-187.684,847.568,538.998,-44.7976,717.662,182.986,-281.804,851.867,260.151,-97.0415,703.268,622.541,-236.847,1161.28,291.821,-303.17,1170.76,568.443,-159.237,1355.86,454.12,-104.862,1365.59,488.688,-419.724,1162.43,472.107,-23.4334,690.491,306.998,-42.7421,668.871,508.752,225.805,65.4722,501.09,394.207,-15.8123,179.151,146.958,69.4621,118.955,301.253,-10.681
3,0,86.078,888.243,1309.16,187.618,941.006,1326.61,129.81,1070.87,1325.17,6.36702,1027.77,1303.5,-46.0559,994.813,1152.02,226.326,1083.37,1151.29,-251.746,1030.24,890.225,-200.947,952.082,669.882,-159.714,941.84,646.556,371.891,1115.86,833.319,421.623,913.423,753.089,408.216,860.203,737.71,49.6064,1144.84,1125.2,-16.5675,557.276,50.1476,315.213,693.351,35.7534,10.8792,420.995,-30.9291,364.166,583.428,-36.4764,512.315,-294.86,1342.79,383.095,-229.903,1349.08,696.013,-187.645,847.596,538.987,-44.7973,717.613,182.978,-281.794,851.865,260.129,-97.0142,703.27,622.548,-236.854,1161.29,291.847,-303.186,1170.77,568.427,-159.274,1355.9,454.135,-104.906,1365.58,488.69,-419.725,1162.41,472.177,-23.3961,690.518,306.981,-42.7552,668.869,508.709,225.816,65.4369,501.099,394.217,-15.8331,179.158,146.963,69.4601,118.948,301.252,-10.7287
4,0,85.9389,888.462,1309.07,187.772,940.787,1326.7,129.81,1070.97,1325.13,6.42479,1027.98,1303.42,-46.0951,995.128,1152,226.215,1083.76,1151.27,-251.744,1030.47,890.176,-200.972,952.145,669.894,-159.718,941.874,646.543,371.888,1115.94,833.243,421.591,913.347,753.178,408.239,860.192,737.823,49.5695,1144.96,1124.95,-16.5825,557.305,50.1421,314.969,693.409,35.4171,10.8756,421.005,-30.8833,364.147,583.302,-36.7025,512.344,-294.912,1342.78,383.136,-229.945,1349.12,696.006,-187.679,847.572,538.999,-44.8045,717.632,182.989,-281.767,851.918,260.145,-97.0331,703.296,622.589,-236.902,1161.35,291.842,-303.175,1170.83,568.417,-159.276,1355.91,454.123,-104.892,1365.66,488.703,-419.723,1162.4,472.12,-23.4286,690.499,306.98,-42.7554,668.869,508.728,225.822,65.4619,501.09,394.207,-15.8129,179.155,146.956,69.47,118.968,301.261,-10.7054
5,0,85.7861,888.68,1308.97,187.309,941.149,1326.43,129.824,1071.14,1325.16,6.37618,1028.18,1303.44,-46.2249,995.461,1152.02,226.136,1084.09,1151.22,-251.766,1030.7,890.123,-201.003,952.2,669.901,-159.719,941.9,646.553,371.882,1115.99,833.178,421.561,913.348,753.29,408.175,860.158,737.933,49.4924,1145.15,1124.79,-16.6273,557.323,50.1838,314.955,693.453,35.3526,10.8759,421.004,-30.8821,364.088,583.221,-36.9652,512.39,-294.928,1342.81,383.149,-229.997,1349.12,696.069,-187.693,847.604,539.002,-44.7751,717.651,182.971,-281.746,851.915,260.126,-97.0207,703.299,622.594,-236.871,1161.32,291.842,-303.175,1170.83,568.42,-159.27,1355.93,454.079,-104.971,1365.68,488.718,-419.755,1162.4,472.199,-23.4012,690.538,306.989,-42.7612,668.887,508.752,225.805,65.4724,501.069,394.214,-15.786,179.099,146.888,69.5263,118.969,301.261,-10.7037
6,0,85.6322,888.845,1308.86,187.259,941.633,1326.35,129.855,1071.31,1325.15,6.24964,1028.47,1303.45,-46.2779,995.77,1151.95,226.078,1084.33,1151.22,-251.787,1030.91,890.056,-201.035,952.234,669.924,-159.76,941.907,646.556,371.859,1116.12,833.084,421.578,913.367,753.483,408.123,860.168,738.085,49.4706,1145.7,1124.92,-16.6038,557.35,50.2057,315.022,693.445,35.3686,10.8353,421.128,-30.9156,364.069,583.146,-37.1475,512.43,-294.941,1342.8,383.188,-230.028,1349.13,696.053,-187.658,847.624,539.101,-44.7804,717.754,182.983,-281.738,851.972,260.128,-97.0211,703.294,622.64,-236.933,1161.32,291.875,-303.137,1170.87,568.498,-159.298,1355.98,454.099,-104.993,1365.7,488.743,-419.733,1162.39,472.11,-23.4294,690.509,306.999,-42.7426,668.872,508.725,225.83,65.4838,501.088,394.207,-15.8089,179.145,146.946,69.4789,118.953,301.255,-10.6792
7,0,85.4463,889.086,1308.73,186.945,942.023,1326,129.847,1071.45,1325.11,6.11576,1028.83,1303.56,-46.4285,996.156,1151.93,226.004,1084.64,1151.18,-251.813,1031.1,890.011,-201.025,952.27,669.911,-159.764,941.916,646.557,371.843,1116.18,832.964,421.571,913.347,753.619,408.139,860.101,738.222,49.3277,1145.97,1124.83,-16.6438,557.407,50.1664,314.982,693.513,35.3084,10.8463,421.069,-30.8407,364.009,583.075,-37.3588,512.495,-295.004,1342.81,383.24,-230.125,1349.23,696.023,-187.623,847.592,539.105,-44.7805,717.757,182.974,-281.715,851.967,260.128,-97.0093,703.273,622.668,-236.939,1161.34,291.894,-303.129,1170.88,568.526,-159.347,1356,454.128,-105.016,1365.72,488.751,-419.753,1162.41,472.179,-23.4022,690.533,306.999,-42.7423,668.872,508.728,225.823,65.4633,501.079,394.228,-15.8182,179.154,146.96,69.4613,118.947,301.252,-10.729
8,0,85.284,889.302,1308.63,186.838,942.207,1325.86,129.838,1071.6,1325.09,5.96951,1029.2,1303.56,-46.5037,996.477,1151.91,225.948,1084.98,1151.13,-251.849,1031.32,889.954,-201.078,952.307,669.91,-159.797,941.948,646.607,371.811,1116.32,832.881,421.549,913.371,753.77,408.207,860.08,738.415,49.2635,1146.31,1124.74,-16.6741,557.402,50.1681,315.023,693.521,35.3238,10.8224,421.078,-30.8129,364.013,583.02,-37.4826,512.509,-295.03,1342.79,383.585,-229.9,1349.39,696.061,-187.622,847.592,538.995,-44.8073,717.653,183.008,-281.667,852,260.132,-97.0094,703.268,622.664,-236.94,1161.34,291.891,-303.131,1170.87,568.547,-159.356,1356.02,454.116,-105.079,1365.7,488.766,-419.745,1162.41,472.189,-23.3997,690.545,306.981,-42.7556,668.87,508.728,225.825,65.4391,501.088,394.206,-15.7419,179.161,146.921,69.4541,118.957,301.274,-10.7305
9,0,85.1507,889.492,1308.5,187.194,942.111,1326.04,129.813,1071.76,1325.07,5.87914,1029.54,1303.54,-46.5869,996.784,1151.89,225.899,1085.27,1151.03,-251.906,1031.52,889.883,-201.077,952.368,669.905,-159.779,941.983,646.583,371.785,1116.42,832.783,421.602,913.363,753.97,408.2,860.077,738.616,49.0735,1146.73,1124.68,-16.6744,557.401,50.1692,315.019,693.574,35.3062,10.8659,421.103,-30.8129,364.177,582.823,-37.3279,512.599,-295.062,1342.8,383.604,-229.939,1349.41,696.051,-187.62,847.582,539.093,-44.784,717.77,183.033,-281.657,852.017,260.102,-96.998,703.279,622.734,-236.954,1161.34,291.934,-303.117,1170.92,568.531,-159.349,1356,454.094,-105.088,1365.75,488.772,-419.79,1162.39,472.199,-23.3684,690.56,307.018,-42.7316,668.897,508.751,225.805,65.4713,501.078,394.224,-15.8047,179.154,146.962,69.4542,118.941,301.223,-10.6776
